timestamp,host,platform,git_commit,llama_bench_version,model_file,model_name,quant,arch,split,file_bytes,n_params,n_active_params,n_layers,n_kv_heads,head_dim,n_expert,n_expert_used,n_gpu_layers,n_prompt,n_gen,n_depth,n_threads,flash_attn,type_k,type_v,n_batch,n_ubatch,test,avg_ts,stddev_ts,avg_ns,stddev_ns,samples_ts,settle_s,repetitions,backend,error
2026-08-30T03:48:20.600754-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,38.878373,1.08335,3294404133,93559572,"[37.1985, 39.6494, 38.4575, 39.2138, 39.8726]",45.0,5,"BLAS,MTL",
2026-08-30T03:48:20.600754-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,226.352428,0.375491,2261964374,3754157,"[225.828, 226.596, 226.804, 226.19, 226.343]",45.0,5,"BLAS,MTL",
2026-08-30T03:48:20.600754-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,0,128,16384,12,1,f16,f16,2048,512,,29.176428,6.791891,4643527616,3972479717,"[18.18, 27.4095, 32.1737, 32.6806, 35.4384]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,512,0,0,12,1,f16,f16,2048,512,,464.992752,218.011998,1312884058,636246109,"[816.271, 217.156, 396.671, 449.939, 444.926]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,0,128,0,12,1,f16,f16,2048,512,,34.620235,3.415397,3726055150,366019185,"[30.4266, 34.5302, 32.5123, 36.3675, 39.2645]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,560.618913,27.114745,914967458,43742389,"[599.894, 567.174, 541.896, 529.213, 564.919]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,39.798195,1.24774,3218741875,100349220,"[41.6251, 39.9956, 39.87, 38.1805, 39.3197]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,463.943847,43.127106,1110601083,94541353,"[537.446, 455.447, 430.458, 435.011, 461.357]",45.0,5,"BLAS,MTL",
2026-08-30T03:51:00.400063-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,0,128,16384,12,1,f16,f16,2048,512,,35.254642,2.175068,3641253224,213516072,"[38.896, 35.1032, 34.5996, 34.6098, 33.0646]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,512,0,0,12,1,f16,f16,2048,512,,322.788594,5.013514,1586490050,25155162,"[324.519, 325.691, 324.728, 313.856, 325.149]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,0,128,0,12,1,f16,f16,2048,512,,21.077512,6.390993,6536434508,4194758385,"[27.8274, 27.9061, 17.2121, 14.091, 18.3509]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,573.199242,42.70085,897021366,63725950,"[571.211, 526.368, 558.927, 566.651, 642.839]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,31.120968,1.487619,4120466775,195950443,"[33.2897, 29.1487, 31.1738, 31.3318, 30.6609]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,490.313612,67.461573,1058829083,133356703,"[600.097, 428.171, 442.565, 488.116, 492.619]",45.0,5,"BLAS,MTL",
2026-08-30T04:09:57.210449-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q8_0.gguf,Qwen3.5-4B-Q8_0,Q8_0,qwen35,,4482403488,4205751296,4205751296,32,4,256,0,0,99,0,128,16384,12,1,f16,f16,2048,512,,29.194219,0.957844,4388099225,139844911,"[30.7916, 28.6874, 29.273, 28.9025, 28.3166]",45.0,5,"BLAS,MTL",
2026-08-30T04:29:36.476402-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-9B-Q4_K_M.gguf,Qwen3.5-9B-Q4_K_M,Q4_K_M,qwen35,,5680522464,8953803264,8953803264,32,4,256,0,0,99,512,0,0,12,1,f16,f16,2048,512,,211.186154,37.601138,2505489750,571166049,"[145.577, 240.619, 228.006, 218.194, 223.535]",45.0,5,"BLAS,MTL",
